frequency - Sound Pressure_29	Amplitude - Sound Pressure_29	frequency - Acceleration	Amplitude - Acceleration
0.007676	3.07355	0.007676	8.52546
0.007695	3.05063	0.007695	8.10576
0.007715	3.0137	0.007715	7.63477
0.007734	2.97446	0.007734	7.20873
0.007754	2.9282	0.007754	6.67159
0.007773	2.88546	0.007773	6.36066
0.007793	2.82093	0.007793	6.03225
0.007812	2.78595	0.007812	5.17907
0.007832	2.73311	0.007832	4.29476
0.007852	2.61139	0.007852	3.82687
0.007871	2.53887	0.007871	3.13482
0.007891	2.5042	0.007891	2.80356
0.00791	2.4253	0.00791	2.32657
0.00793	2.38443	0.00793	1.63855
0.007949	2.32179	0.007949	0.500104
0.007969	2.18262	0.007969	0.106941
0.007988	2.08687	0.007988	-0.840991
0.008008	1.99016	0.008008	-1.37412
0.008027	1.86934	0.008027	-2.06115
0.008047	1.81045	0.008047	-2.66348
0.008066	1.71148	0.008066	-3.45124
0.008086	1.61864	0.008086	-4.60982
0.008105	1.49449	0.008105	-5.14994
0.008125	1.36065	0.008125	-6.15696
0.008145	1.2334	0.008145	-6.20737
0.008164	1.17293	0.008164	-6.58907
0.008184	1.09968	0.008184	-6.5669
0.008203	1.06267	0.008203	-7.52066
0.008223	0.994556	0.008223	-7.65344
0.008242	0.897166	0.008242	-8.11851
0.008262	0.787272	0.008262	-8.15505
0.008281	0.6496	0.008281	-8.2631
0.008301	0.490955	0.008301	-8.27205
0.00832	0.310827	0.00832	-8.32968
0.00834	0.151701	0.00834	-8.30291
0.008359	0.0348061	0.008359	-8.34307
0.008379	-0.0617645	0.008379	-8.3162
0.008398	-0.144531	0.008398	-8.34481
0.008418	-0.189923	0.008418	-8.32585
0.008437	-0.246155	0.008437	-8.33305
0.008457	-0.267891	0.008457	-8.34133
0.008477	-0.295386	0.008477	-8.3417
0.008496	-0.360199	0.008496	-8.34655
0.008516	-0.390009	0.008516	-8.35975
0.008535	-0.437772	0.008535	-8.34213
0.008555	-0.477913	0.008555	-8.36211
0.008574	-0.506791	0.008574	-8.35549
0.008594	-0.551251	0.008594	-8.35624
0.008613	-0.604773	0.008613	-8.35399
0.008633	-0.622642	0.008633	-8.34477
0.008652	-0.640708	0.008652	-8.34388
0.008672	-0.658379	0.008672	-8.33857
0.008691	-0.682204	0.008691	-8.33972
0.008711	-0.711816	0.008711	-8.33322
0.00873	-0.748232	0.00873	-8.33553
0.00875	-0.79591	0.00875	-8.31405
0.00877	-0.84054	0.00877	-8.32417
0.008789	-0.878281	0.008789	-8.26117
0.008809	-0.888105	0.008809	-8.25492
0.008828	-0.861203	0.008828	-8.20449
0.008848	-0.866905	0.008848	-8.18658
0.008867	-0.898606	0.008867	-8.11987
0.008887	-0.903603	0.008887	-8.0982
0.008906	-0.921528	0.008906	-7.81521
0.008926	-0.926694	0.008926	-7.76091
0.008945	-0.89982	0.008945	-7.35683
0.008965	-0.906849	0.008965	-6.82213
0.008984	-0.901994	0.008984	-6.35518
0.009004	-0.872833	0.009004	-5.63786
0.009023	-0.849008	0.009023	-4.77889
0.009043	-0.840116	0.009043	-3.42292
0.009062	-0.810222	0.009062	-4.17349
0.009082	-0.771294	0.009082	-3.38857
0.009102	-0.736121	0.009102	-2.80258
0.009121	-0.708739	0.009121	-0.976359
0.009141	-0.690108	0.009141	-1.25426
0.00916	-0.65471	0.00916	-0.676578
0.00918	-0.600934	0.00918	-0.273405
0.009199	-0.576572	0.009199	0.137648
0.009219	-0.621089	0.009219	0.28177
0.009238	-0.64068	0.009238	0.978992
0.009258	-0.639833	0.009258	1.83688
0.009277	-0.645309	0.009277	2.87176
0.009297	-0.617222	0.009297	3.56564
0.009316	-0.540496	0.009316	4.00335
0.009336	-0.476304	0.009336	4.68045
