frequency - Sound Pressure_29 (FFT - (RMS))	Amplitude - Sound Pressure_29 (FFT - (RMS))	frequency - Acceleration (FFT - (RMS))	Amplitude - Acceleration (FFT - (RMS))
320.512004	-99.2303	320.512004	-93.25
321.024004	-95.9295	321.024004	-102.408
321.536004	-94.9073	321.536004	-95.7272
322.048004	-98.6774	322.048004	-98.1433
322.560004	-114.277	322.560004	-93.7457
323.072004	-103.349	323.072004	-93.726
323.584004	-103.701	323.584004	-97.4512
324.096004	-113.663	324.096004	-98.0048
324.608004	-116.361	324.608004	-90.7491
325.120004	-108.451	325.120004	-88.1145
325.632004	-104.727	325.632004	-89.6247
326.144004	-105.51	326.144004	-92.7134
326.656004	-105.533	326.656004	-100.169
327.168004	-116.553	327.168004	-97.4372
327.680004	-104.755	327.680004	-99.1443
328.192004	-107.583	328.192004	-99.1741
328.704004	-107.389	328.704004	-94.4808
329.216004	-109.661	329.216004	-92.9934
329.728004	-105.806	329.728004	-92.9501
330.240004	-102.379	330.240004	-97.8184
330.752004	-103.804	330.752004	-95.8226
331.264004	-106.034	331.264004	-97.5459
331.776004	-113.07	331.776004	-89.4199
332.288004	-99.2834	332.288004	-89.1214
332.800004	-100.528	332.800004	-90.6745
333.312004	-108.982	333.312004	-99.3296
333.824004	-111.472	333.824004	-102.434
334.336004	-108.667	334.336004	-97.3411
334.848004	-105.311	334.848004	-102.042
335.360004	-119.005	335.360004	-100.053
