Frequency - Plot 0	Amplitude - Plot 0
1186	-2.98627
1187	-2.94145
1188	-2.89152
1189	-2.85234
1190	-2.80551
1191	-2.76884
1192	-2.73101
1193	-2.65514
1194	-2.65019
1195	-2.65311
1196	-2.61864
1197	-2.5966
1198	-2.63034
1199	-2.66384
1200	-2.65953
1201	-2.67057
1202	-2.68073
1203	-2.71652
1204	-2.73294
1205	-2.74664
1206	-2.75521
1207	-2.76296
1208	-2.77018
1209	-2.77585
1210	-2.79292
1211	-2.79588
1212	-2.80145
1213	-2.81147
1214	-2.81648
1215	-2.82328
1216	-2.83515
1217	-2.83416
1218	-2.82419
1219	-2.84124
1220	-2.84478
1221	-2.83569
1222	-2.83412
1223	-2.83859
1224	-2.83856
1225	-2.82994
1226	-2.83136
1227	-2.8307
1228	-2.82503
1229	-2.82223
1230	-2.81708
1231	-2.80292
1232	-2.79012
1233	-2.78374
1234	-2.77466
1235	-2.77683
1236	-2.7631
1237	-2.76546
1238	-2.75406
1239	-2.74576
1240	-2.73306
1241	-2.72141
1242	-2.70665
1243	-2.68187
1244	-2.68789
1245	-2.69507
1246	-2.66584
1247	-2.65396
1248	-2.65716
1249	-2.6588
1250	-2.65017
1251	-2.64488
1252	-2.63841
1253	-2.62558
1254	-2.66809
1255	-2.65833
1256	-2.59894
1257	-2.63398
1258	-2.65452
1259	-2.64332
1260	-2.62552
1261	-2.60132
1262	-2.62938
1263	-2.59761
1264	-2.56896
1265	-2.57667
1266	-2.58672
1267	-2.60502
1268	-2.55645
1269	-2.57298
1270	-2.54845
1271	-2.59428
1272	-2.57998
1273	-2.54895
1274	-2.53356
1275	-2.53477
1276	-2.46632
1277	-2.49947
1278	-2.47088
1279	-2.5058
1280	-2.46202
1281	-2.36712
1282	-2.37168
1283	-2.4179
1284	-2.34283
1285	-2.37378
1286	-2.48933
1287	-2.51655
1288	-2.52797
1289	-2.59873
1290	-2.63074
1291	-2.59335
1292	-2.68536
1293	-2.70476
1294	-2.64137
1295	-2.75434
1296	-2.74865
1297	-2.8041
1298	-2.88229
1299	-3.00067
1300	-2.91595
1301	-2.87398
1302	-2.80341
1303	-2.99168
1304	-2.86018
1305	-2.95389
1306	-2.97361
1307	-3.07239
1308	-3.10791
1309	-3.13156
1310	3.09306
1311	2.88846
1312	2.97114
1313	2.95383
1314	2.90814
1315	2.83177
1316	2.85287
1317	2.36276
1318	2.12043
1319	2.11138
1320	2.18204
1321	1.99022
1322	1.82227
1323	2.05354
1324	1.88343
1325	1.7168
1326	1.69395
1327	1.8254
1328	1.73554
1329	1.75652
1330	1.73068
1331	1.86173
1332	1.65976
1333	1.62125
1334	1.60882
1335	1.50667
1336	1.57882
1337	1.51035
1338	1.55516
1339	1.53396
1340	1.62427
1341	1.34328
1342	1.42462
1343	1.45517
1344	1.38235
1345	1.28569
1346	1.33278
1347	1.26534
1348	1.17103
1349	1.11434
1350	1.39789
1351	1.1376
1352	1.11863
1353	1.12541
1354	1.19781
1355	1.05193
1356	1.28003
1357	1.11371
1358	1.15059
1359	1.27371
1360	0.872817
1361	1.11971
1362	1.05504
1363	1.12368
1364	0.920535
1365	0.873153
1366	0.688096
1367	0.57177
1368	0.952862
1369	0.756787
1370	0.32868
1371	0.621648
1372	-0.217943
1373	-0.485589
1374	-0.843861
1375	-1.16922
1376	-1.40865
1377	-1.80776
1378	-1.86943
1379	-2.11135
1380	-2.22365
1381	-2.3527
1382	-2.57437
1383	-2.44552
1384	-2.53287
1385	-2.57371
1386	-2.65785
1387	-2.63172
1388	-2.81624
1389	-2.84472
1390	-2.71835
1391	-2.88034
1392	-2.83059
1393	-2.96033
1394	-2.98213
1395	-2.94994
1396	-3.06069
1397	-2.99416
1398	-2.90008
1399	-3.06177
1400	-3.05626
1401	-2.93428
1402	-3.02352
1403	-2.98899
1404	-2.9873
1405	-3.12128
1406	-2.97833
1407	-3.0137
1408	-3.02651
1409	-3.07142
1410	-3.04394
1411	-2.94225
1412	-2.9566
1413	-3.07765
1414	-3.05155
1415	-3.02768
1416	-3.03576
1417	-3.04895
1418	-2.97373
1419	-3.06943
1420	-3.0082
1421	-2.99942
1422	-3.00537
1423	-3.05553
1424	-2.99452
1425	-3.02539
1426	-3.05181
1427	3.12517
1428	-3.03595
1429	-2.97897
1430	-2.98835
1431	3.13673
1432	-3.07212
1433	3.10697
1434	-3.05401
1435	-3.06733
1436	3.06376
1437	3.13001
1438	3.05882
1439	2.93917
1440	2.71903
1441	2.47974
1442	2.35578
1443	1.6428
1444	1.14542
1445	0.677152
1446	0.576292
1447	0.553374
1448	0.417123
1449	0.472062
1450	0.388939
1451	0.348866
1452	0.171611
1453	0.261238
1454	0.407198
1455	0.272763
1456	0.334482
1457	0.234193
1458	0.289113
1459	0.358491
1460	0.399871
1461	0.0982609
1462	0.245121
1463	0.0744837
1464	0.137533
1465	0.474951
1466	0.846271
1467	1.73441
1468	0.863497
1469	2.46718
1470	-0.105934
1471	2.43377
1472	2.87615
1473	2.94014
1474	2.78887
1475	2.52051
1476	2.7719
1477	2.7542
1478	-3.12676
1479	3.09193
1480	2.55298
1481	2.7778
1482	2.81591
1483	2.91576
1484	2.81921
1485	2.92384
1486	2.88258
1487	2.83469
1488	2.67821
1489	2.78181
1490	2.76181
1491	2.89584
1492	2.62555
1493	2.68436
1494	2.74137
1495	2.75341
1496	2.69335
1497	2.68918
1498	2.73887
1499	2.71076
1500	2.60943
1501	2.7113
1502	2.68615
1503	2.65209
1504	2.63158
1505	2.66317
1506	2.7038
1507	2.70212
1508	2.7036
1509	2.83947
1510	2.80712
1511	2.80314
1512	2.78275
1513	2.84787
1514	2.87311
1515	2.90527
1516	2.94846
1517	3.01531
1518	2.97196
1519	2.99391
1520	3.07172
1521	3.07245
1522	3.02649
1523	-3.13959
1524	3.13544
1525	3.07639
1526	3.09634
1527	3.1039
1528	3.10863
1529	3.01752
1530	3.13654
1531	3.01278
1532	2.95248
1533	2.99792
1534	3.05781
1535	3.05423
1536	3.02588
1537	2.97045
1538	2.99677
1539	2.91883
1540	3.06449
1541	3.03018
1542	2.94544
1543	2.98799
1544	3.04432
1545	2.89886
1546	2.95186
1547	3.03205
1548	3.02352
1549	2.96142
1550	2.98508
1551	2.97688
1552	2.88006
1553	2.87071
1554	2.97893
1555	2.93846
1556	2.97749
1557	2.85515
1558	2.87169
1559	2.85727
1560	2.56191
1561	2.78222
1562	-3.12404
1563	2.39414
1564	2.44942
1565	2.85214
1566	2.61722
1567	2.56076
1568	2.67118
1569	2.66304
1570	2.45833
1571	2.47459
1572	2.54688
1573	2.73318
1574	2.49627
1575	2.44108
1576	2.53215
1577	2.2977
1578	2.31143
1579	2.46524
1580	2.50285
1581	2.28653
1582	2.37495
1583	2.52501
1584	2.31385
1585	2.31811
1586	2.35753
1587	2.35386
1588	2.32039
1589	2.34496
1590	2.57988
1591	2.33455
1592	2.39545
1593	2.7482
1594	2.0717
1595	2.33675
1596	2.07291
1597	1.92651
1598	2.27873
1599	2.40296
1600	2.77872
1601	2.28185
1602	2.1388
1603	2.3063
1604	2.16166
1605	2.42949
1606	2.03902
1607	1.35876
1608	1.97332
1609	2.03193
1610	2.33708
1611	2.07334
1612	2.07974
1613	2.48668
1614	2.40854
1615	2.35234
1616	2.74398
1617	-3.06166
1618	2.97269
1619	2.01272
1620	2.09547
1621	0.930276
1622	2.36135
1623	2.6046
1624	2.15288
1625	2.23372
1626	2.35589
1627	2.5501
1628	2.17077
1629	2.30458
1630	2.62241
1631	2.625
1632	2.46366
1633	2.86654
1634	2.71483
1635	2.72585
1636	2.58043
1637	3.07379
1638	3.04416
1639	-3.04226
1640	-3.0161
1641	-3.10433
1642	-3.09532
1643	-3.04673
1644	-2.92569
1645	-2.95472
1646	-2.91861
1647	-2.84302
1648	-2.82667
1649	-2.82021
1650	-2.73627
1651	-2.55956
1652	-2.48896
1653	-2.74495
1654	-2.41103
1655	-2.23794
1656	-2.67546
1657	-2.62723
1658	-2.61959
1659	-2.54034
1660	-2.68999
1661	-2.69362
1662	-2.70529
1663	-2.78844
1664	-2.75336
1665	-2.7144
1666	-2.83716
1667	-2.73845
1668	-2.79105
1669	-2.79842
1670	-2.83223
1671	-2.79221
1672	-2.66903
1673	-2.67821
1674	-2.79868
1675	-2.74894
1676	-2.63596
1677	-2.83989
1678	-2.77893
1679	-2.67436
1680	-2.66486
1681	-2.58224
1682	-2.72805
1683	-2.5773
1684	-2.70584
1685	-2.74179
1686	-2.77738
1687	-2.56363
1688	-2.5335
1689	-2.64582
1690	-2.54784
1691	-2.45534
1692	-2.57452
1693	-2.39177
1694	-2.35058
1695	-2.31153
1696	-2.29314
1697	-2.20727
1698	-2.19919
1699	-2.27169
1700	-2.22431
1701	-2.23729
1702	-2.28493
1703	-2.42262
1704	-2.42881
1705	-2.48006
1706	-2.55873
1707	-2.63972
1708	-2.71271
1709	-2.79195
1710	-2.85426
1711	-2.92411
1712	-2.9407
1713	-3.00159
1714	-3.03891
1715	-3.07768
1716	-3.0982
1717	-3.12774
1718	3.12229
1719	3.1102
1720	3.0845
1721	3.05935
1722	3.05023
1723	3.04738
1724	3.01641
1725	3.01198
1726	3.0242
1727	3.00068
1728	3.00397
1729	3.01
